Serial Number,Project Name,Promoter Name,Last Modified Date,View URL
723,NCP Commercial Tower 1 - Floors 24 to 28,MACROTECH DEVELOPERS LIMITED,27/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=rjq7rYc%2bvbmctyLtU5%2berH%2f3AtnhVj18zPPcKiisKCElfsjLc85DXsZi2EJu2%2bme0wwnivY1qHw1fTRQYMurPz1CtEvL6PcQuXOo%2fuOplhw23T6fbpGOc6oRYsLHQEm4pzOIGfrjl574REsPNGwcvfhCJ6kY5nS7sS2J6WV0SKQMLh7to8%2b3ww%3d%3d
724,SHIVJI KRUPA,BHARATCHANDRA JERAM THAKKER,23/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=X9FcMtAx3cJdVFjqj2djIMFg0HCDzhlBQvfR9eCXIqNslwdgTP6WJD7a3%2f4nnY8o33bJ8NErr3DYU1ODmYX1am4EIgUbmGW6QcZvyu7kebEfL1Iae5NQDMME0Rm3wwBfJQOkG6rzhE5Vqdj8eVjBzgyTzXXMY2B6c4m3U6J5%2bmZtUrXiIG6I4A%3d%3d
725,Earth Vintage,Earth Vintage,26/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=f3un6vxCkZ1a6fQf71hour%2fSjw7bmCVY2gAkDI%2f2GAd3v9Zqe%2bMvnd%2f82fMN9MvE6UX4gXgm5PmZ5UqHiXgCmzWnKzDI8UeSjC3XVsNPeOfrk%2fvCs%2bV%2fvyoXHAy%2bDC9TOAszNO%2bvoLyyfSfvVNcR5fT4t62aalRIMgO8bE0Fed66Q82rOIYOXw%3d%3d
726,Naman Xana,Shree Naman Residency Pvt. Ltd.,16/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=oa28Q2WQ7r5TL7WOBIoWr8%2brUQ9nOIB4a396l3DvYdLcNy%2fbLU4pgMWdqmghBdnar3iLWqSHZwKyuC%2fOLHEenjave8R4R2gxPHlGdWu7eUHdn1UnhfO61gJD%2f48viZIh%2fNPQkXPf0GRtu1HYeEAouyFsMUXYlBMGXV1yMmhZKDQHcx6xALjmBQ%3d%3d
727,Siddheshwar Residency II,Siddheshwar Construction Co.,23/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=l84%2f9b3G92%2fQn1uryH12FvnCPWoA%2fPSGHHwPuhS5PovgcwmTHH%2bn%2fEWucbLbCUHff2Qu2wL0DQ2KjGzlzj2X%2fQVcxm%2bs9mLLctgsCwDqiluzaFsxMk5c%2bA2muYW3zbKmNhJH5nqLMSb2sa2KhONiah9YgoGyJUxKWtyZ%2fK3G6HeHNZ5Nx5vSnw%3d%3d
728,COMPOSITE BUILDING NO2,NEUMEC AND SANGAM JV,23/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=cJPrN%2bUgEttnkrruLYVqX9EjPVGLnjxZ8RaLyc4U%2fxxXZRkp2Bw17vURxC2iBJUYmFslxUsI%2b3MrCmQchWYKRpwTTdmGmJ4VX4i%2frd8j9Tf23LYLn1F1m1Kybpgk%2f3Sv%2bFt6IruTKjpw4BzaQFyIqNCNHFes13ylvBIFACGOdH9MNhT%2bTRYmRA%3d%3d
729,kamal heights,ALLIANCE INFRACORP DEVELOPERS,23/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=zsllhAM9lUN%2fmKoIb2gvp2%2bpJ9PcAVeXcRkVEwVlSsoummxxQucwWOsAujF5SwPJOZ91eYlI4pCnTycui7ggjH9mh%2f%2b6Xu3wb2w7OYlMF34IIazHsDTmKISNlUVJyoSn%2fAffHwE5Q8nPNz4h%2bPLXfeqOEcnslmizRJOhWFmof1%2bRJ2LislB5EQ%3d%3d
730,Park Marina,RICHA INDIA INFRA DEVELOPMENT PVT LTD,23/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=1CqOp0zB1foWmxTesb3MbBn3pzaGaudAl3K0Rmge7kVtvI1YIJusvZ%2fsJZFGnLjGQNpU7dLiTCKENUteD7S14R2l1gOjD6uNu0n2D34rCkvNf0pIgKiXqiW9kfCasUlvnWzxNNPbD%2b9XtaC2IqFpiCmm94EMnKqvaC0nKTm2Wv9%2b99GBfSEiWw%3d%3d
731,madhav nagar commercial,SUSHANKU BUILDERS LIMITED,17/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=hiouGlOyq%2fNdCTfsqPjdBVlBO0JZ5GiqN9DpdwjOm5MaXY4ie%2foqXwQTu4Ge%2beR7TFhQDtqXi1TCs7CkokDm1mMXjZO8z5FinmyfHqsl1gDy4RBCK3ZdCOHcTttMweYQggcUWgsvMBgwwWI5T21dDgeRcNi0zEgYjnYOxeZ3xP91xGjIHS3A%2bQ%3d%3d
732,AL-RAYYAN,M/s. KSA REALTY PRIVATE LIMITED,17/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=QNzMtuNeHm%2fKTmKoAzgulF5pCqev5Us%2bP0FcPCQdep1YTXbEG82q%2bq%2f8uNeCCAjT150ZLrNoAPFL4Zx4efHnMZQR1vuP8IfVYbRJCkjWrXmGniqQDxBv8yMZmL3AT7zMmuyxkXjTv50eGkP6tplIE%2fJ3S%2bBdft6Vrk4KxaZ4fvpfAUnZV5JalA%3d%3d
733,Sukrut,TECHNO PROPERTY DEVELOPERS PRIVATE LIMITED,17/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=QEYV6nQYWViXLKj0qHUYfDPXtSfjbeyztTYErXGXB3P%2bulPrqMp1eCUla2Zaa%2f1iqX990pb54tV8ic3fKwsnsPvvSpH7%2byTZgOjEA5aavanWcv2Zh7efyW9XiFIj4ClPa1pTDDe0uQJ%2f%2fpQ7VgTY44rHd1m%2fZj6Y6IAG5pZdQyvipzNJKS8frA%3d%3d
734,87 NINAD,MAAULI CREATIONS PVT LTD,23/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=i0BQFhMEKFOnnMKOTxQRKc%2bN6frkG4t%2bdnHDrhLkmDBwSYPCnXd0ENI4DgGKgs%2bimaJziTk2NzCULnZbseGRs92vT6TZk1aqjAu5LlvXmqNSaqjXxLrBJJo%2fdEQsJo1nq%2fyEDxqcrD8ST%2b4j9RZZ7aQ045lWOd%2fCzLplUXg4d30xaWK%2fyNzX%2bQ%3d%3d
735,Wadhwa Pristine,Wadhwa Group Holdings Private Limited,28/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=FFhA7mQiZBFzEDydnYnJgss8u65zsd98kyJFq8xRM1ZBHpbapcieFvSfovLVoKB0MBLQw8vDKVdR9xJ2FNOZFi43bQRlRN%2fPatFduGHfY3oDsaSbcSj40MDq99j9k2Vvgd4iNXfOrgFKtMWEWfigW9xI3td%2bVIutx9DVmSVnGKPliQ0iOmBIHw%3d%3d
736,DARUL FAIZ,NEW EMPIRE BUILDER & DEVELOPER,23/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=IwICxPpvNfrurNzLNpDa1EVl%2fr765ar%2bCl%2b1Tj4tvth4qOagMP0wGALPCpo331e0jTgOxW4fh1AYjicIrJNIQVq6cLl5k4B%2fmXyqQkl64UZCefqZB%2fyetrY1N9aazASK%2bC5BxBTYHnp2r3wFtj8YOpZ0ZyyeRv%2fpNDwZ%2fb9y1ud%2fuvcNnZzheA%3d%3d
737,HANWARE HEIGHTS,HANWARE REALTY,29/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=vILUz7HpPA%2f2FQGGBzZDxg3TParn%2b33cM9DsyuURap8GpPcnGCUoK8MtXxL2KIElMSnQY9U1oxAYKg5UPxFdLQDPnUPtKvmKTgjRlcLkiaOAGsheG2T40Z5LUBC0L1n647UvZ%2fNhEdMPJKuIFf%2fgegd2%2fZm3oYb7WCuAwbsfSFXig1IMBlC67g%3d%3d
738,SANGHVI PARSSSVA EXCELLENSEA,SANGHVI PARSSSVA ENTERPRISE LLP,26/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=LxM4O3plhcCPR6JGDC%2fN4B%2bhWV%2fxhHHUfB%2bLi%2bTl%2bfQXYVeC2VDsk5vHSWpd6cHVRxhpXwxNsRKyCpNIZq8SN4OK9BZd8PxRt84mLr8sKiQADsUtbHUYStNMMMmk6BsZL93xvpc6fm2oy67EhD5caUKTR5%2bgvDpehmOlMIaWNbGF0aJVl7951w%3d%3d
739,NCP Commercial Tower 1 - Floor 23rd,MACROTECH DEVELOPERS LIMITED,27/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=4WXfUUzxlaxirzP4DOGhhVOx4ipXVAC2ydT43wVj0xDiowCFjRQsDG81nFzx8f744VeYboM0QBkumtTTGw4yQl7t36XyYsiHwNMJ57oi5wBgQngd%2b5qeFlS%2fd9Fickp45qDzw11onJLiKxaA4qcsOR15UtWSjHNNz2GePPVjPnzv0cLnl9zjVg%3d%3d
740,Matru Ashish,Kalpataru Limited,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=nQH39%2f2bTShQtx9LfcZK%2fCd7%2fihZeWZ4PI6UeJpj2GrSJX%2fFROxpBgnYAQTLs5gYRY2%2bn2wyvTrPa4md4kyRsLIjerz6mOcVyx6yTCf8at1nP%2fEwcg4EgteLooNNqEVv3rVzH8jNTkyZUqxr6FtCpjHvUe%2bOh57bMkb1l6lnVp26OaoYXRZWxg%3d%3d
741,AJMERA MIDTOWN,VAISHNAV DEVELOPERS,17/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=4kUyhuL%2fDlcWht0%2f7lJ7ZGz2mYHjf1FgaJTKNgwhzlq%2f2uUEbMig7vrBtON9l%2fsKaSmKqi2S%2bhRPhvsUdukBh7QvKUtjz0eirgDBmRENPS%2bhgxsfKp0VfL473g4zAph664dyOFdGm3d0xmR3jIkEGDikYYxIy9BQ7wSte1dC2OkVFkzoVr19hQ%3d%3d
742,Morena House,Windsor Residency Private Limited,29/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=lXJsU3mMTHfDIQy0XRKMHiGsRlMduAgftEiSBUZO4RvpFKrIAcqbik40C6LKGL45hZoN2fMhwm0uCYoewgS%2b7AoWzL82UBLTLEKYCEcyVEbOSpr7wUJUxB7TbK3H2CdEPRi758pvF722Du%2bSFqm4OAUqbHQAAt%2beAo%2fH0weQVDtxQnJnODZdEw%3d%3d
743,Aarkay Ruby Industrial Estate,KALPAVRUKSH BUILDCON,23/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=ZyK2OXmk2UHmW5yUxhCXX0FqwL9NuvuYyZW9hiEOVUoDYcdpcueWxjz2BifiZGpaM2O37vVI7QU5h7PxXdsh14NkbtKUrNRc44I7758nG%2fSMYDY2cp0Q0KtV%2bHuevYWPSDPUJ%2f4YQ5BMbOnNQM0W2P5xA%2fM2ICDHrlboH4%2fE4Zo7EQXOks18mw%3d%3d
744,One Marina,VALENCIA AND MISHAL VENTURES PVT LTD,23/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=TGszqOJDRWl0ulzr43pTaajZUjOkIaZjGNtnB49CN3%2baA6WPceDDBzCTrucULkcDdWWeFGxIcj0t0o6Z7MCJViEAIm7b2OQuOCG2iADMpFoYwpv6kjAY4%2fdSMvsx9avvn50dsF8B8mP6nlSdD8uapnUZj5Ak1421J5x1oo68yhLBFm%2brgoGyGQ%3d%3d
745,CCIL Bhavan,SURAJ ESTATE DEVELOPERS PVT LTD,27/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=D8kBXwynrqJPipX51ju%2f7b%2fu43BukYHGsG0znM%2fmy%2bKyMD6NSsMRmTSismgdctCQXAt2RcZlS092X%2fzQhT90exghuebTGUZr2ILNdcdjeXcfCbIUAYS4uyzT4MinyOx0K0YrNg2QhG8x4W4ObmvLQ4fDxKo4joT3gMYAjHmjizei%2bkNxLaOW8w%3d%3d
746,Ave Maria Apartment,SURAJ ESTATE DEVELOPERS PVT LTD,27/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=njq6an3cxIhvADJaCEyJ%2b90cECOybmq1MzvMGVbYvWqKPfsT%2foZTcyXGcqENF9Ya2eHg5wDBcxuSUzNrJ4huXHmWrbDZJVK6wp4A9XfZCHyASY1p76f%2fOxiz4BGZOZGTgYOaCBNsMONnXBJ7%2fZoS7G8qjQtO3GSt198j4dVy45jSGPjbnRqOLg%3d%3d
747,AVIGHNA HEIGHTS,JDJ-VISHAL,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=1bMSUklprkWgXczMgWWasD0O3xsn5xs5h9vgUn9hTTumLirhgdrY6vItYw%2f8gmowjzvyWvB1YcRGdEYQlfiMOJumMiVT9KGgZkmrBNwk0LhlQLstCY0K%2fAVag2DhpTc8kfc1J7n5e2yn0XVDeZeBc5hqXZ3S%2beJJcElenS%2fU50EOxA4kQ7BLsQ%3d%3d
748,Laxmi Niwas,Sugee Eight Developers LLP,12/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=l6ijEGRUkw4JojYr3HuZxPyuQZWysCuKNI%2fn%2fP06XO2LIH7oVzfxopCW10eKJb7hqAR611kOlCPrWUbXoYdv0sytfiI3FCVqVx%2fw1RTDCHpr3G8Lokr1qJ2pmDwdNHJZqFidj4o9owL0xwLVMnB9niTNX%2fVIe%2bsLtnBDEc736DwRzbMMFD0vYQ%3d%3d
749,Shreeji Heights,Anupam Properties,24/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=2cczdBQq6T%2bO6GKXbnwUp6SnPE13qSuTEqk7XFtnKsTh8YdEbtHkjVqzOV82cfOAAE3kmyfZmCJhSYWstEDVSZkU6YsjmtXYqYKEgM6co3jdpb1qpD3LGgn6JWjJHsQiCw5kXhsboKb2GRlU2k4G1Q8znlfVwfUcn3Nsj988B3tp7X%2bFTBb6OQ%3d%3d
750,Ruparel NOVA,Shree Siddhivinayak Classic Construction pvt Ltd,30/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=ftkcPfbS7%2fvPr59rIU38rC%2b8XZz15gQ5PiPTY8J%2blP6LSWhoP3ZyQ2OA0l2UbYeVy94xK%2fMTHwe3w%2b2erTfdqhSNHyZn%2fXB4oT9DFKWAHIfn6n5kpyESvkU5bK1z7hlsnYCdIy29qntHyOXPKNwW4h46XPkd9uwkNXT9nqvaHTOP0ceFSfgcXQ%3d%3d
751,SHREE SHIVANKAR CHS,ARTH REALTY,02/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=6QToqTC3tKhAzrxHVxRNITdwIalYKXgA90OZ3VPUSyeFSRdCZPlWTDBcaA06qXuNhD6Nvn%2fYOdOuFXfYxVB%2fZCBZeXRYfVmHU7dukT667k9kndvBjwtRWNINmZY0wViXmxFIpwZ%2fKv2bst9k7a54GchpS7CaMhg6s8THMuKQlsRuZ%2bAtfBG8QA%3d%3d
752,BISMILLAH RESIDENCY PHASE II,NIRBAN INFRASTRUCTURE PRIVATE LIMITED,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=ipJCrMLroaKf7wKWeGO%2bRFuWD3dxmKkq5OhNGjjfPKJykdpSN7Ooqo%2bSW5jvh9xGRIsYB0g5QhoUSPpOYe1YujHYnKEP7hyKXKLH78EhRnzlVYPzEH8H%2fqzdRvjRlcLkDgFePn5Gad7KJ9gbu14aZxPE8vwIzIoZ4JMZYpQF4oais5u7XjBdmg%3d%3d
753,SOM NIWAS,Naman Developers,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=MplvmRZippxPwN5FBwhAbYf8rxBgX7SPnThCyRa1TJfrKxitRsE%2b4HVy%2b8nTRzFuE9T8U%2fYwBh%2bBT3TMD3JfgH2GlH%2bvHd5oA7fexalDoam28QB%2f619koHiP3lajQOzaviXJnT9G4784EBOnjTxXf5s%2bvY25jXouD8AHeqv9GpEJ7t2ywq4%2f7g%3d%3d
754,AHILYA,SQUARE NINE ABODES,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=CimgqE5QkAT2POZxponJ%2bXJP9zn6hQ93zaEaaSZ2bfR0Mbc%2bXLlFS0rHXNTbyDWOAnRGBfhtfeiTeAVaLYpiPnxz%2bnnrtUvKSZPadb8%2f0wE0pKtLhjmu5di%2fD8masaZjX1R6xLDJc%2bmlwxECz1FvovSP2ypmBFLPDZIQHSQMEkw1xtBI5pKCbQ%3d%3d
755,JAY BHAGWAN,FAUCETT DEVELOPERS,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=UtksFZl%2b%2bY%2b0CwAu0iO%2b9h2LwujWfrzNcYz8jYcV7Ukj518os1MXdhkWutLn0dNTO4zy7Zzr0WuUGT1y17WaYA%2f5B7gAJ5KeyxXL6Uq9QD3nzAba5MSZ6RRIUT9eojOMMQK8DFFIqVeyYbR5Aa3pGdUOV37JpudoTZaOgAoKgbX%2f6c4EdpGsSg%3d%3d
756,TOWER E OF BUILDING NO 3-PHASE OF PROJECT NAMED VIVAREA BEING CONSTRUCTED ON PORTION OF PROJECT LAND,GENEXT HARDWARE & PARKS PRIVATE LIMITED,30/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=o2a66xA6oEgfvcZecX8Po87Ho%2b6WUFDXzD5QvK7uauLWX4R0ev%2fLQG7DpB2qWkLNH%2fGvsyXOzcev%2flAIYkhumuLu%2fti59afAMtksKT2yu0anEpK05TUAGKUN6TLt9forwhw8FELf8h9K62ki9yHHV%2fCrcm3fSLJl0%2blLSvrNIIZHMhgwtvQQww%3d%3d
757,MAHAVIR VILLE,EKNATH INFRASTRUCTURE LLP,16/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=5%2fcH8DFB8ZdRMniwo2zimLcOMN7CvshYrXM%2bE4iCtfKUDMsfQziLfWsrc%2bWz1mqlKLK7r58vyz8purfKUzXspM9oKxbBEXsPoHZSCFKn%2fAY3tnPJRfn9YBDmQ6vExSdlFtFUBCEIW1%2fxNcKX4%2bTLeEOHQq6bwE%2fI0uMknJU7rifexAkO0Usk6w%3d%3d
758,Piramal Aranya - Wing C,Glider Buildcon Realtors Private Limited,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=lf6sLBFOHNSK%2fYc3EkAlqOJVd%2fB2MQd4Pj3Grb3JU7x%2bXX9OHr2vZAKSUD4i1gOUeqUhRM7qemEdc527BPGSVL1BgFCKX4LZ069WBLY9Ppv4pb1jslFIfU5L6tw6aPxUGaqwXkRZdaJfr7rHBji%2b6SiYAR%2boq85Sld2gWanmOcgg8oSNUEqc0A%3d%3d
759,Yashraj Pristine,Shree Sai Datta Developers,26/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=zogVdd0gANUhdt8kCCXznPOZHVqXf2GKnhjjm4n7dbUrDJNriF5P6B%2f7jnWz40ChzB%2fehP%2bZUjKc9Ad83PQq5K9KOYjgvlFv12H6sxEFhbbcMLlEK5H2zzsEJjXLPmPynFKEBztWfn0l3NBok1LJDD1vYXOVO7yhLJhMe2pXRwtR23o4KO9tkg%3d%3d
760,CELESTIAL,SAI SADGURU DEVELOPERS,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=7Z1T%2fEUAjWU9qYp6pIc9ePo3OYRDAhS4TBTudytVaK0sz25zL%2bXbwaZOsdEmejeqjOOwPLMY1%2bVF02RWOEJJQ2jJhA214zAfczSlk1jEOXy5z1dxnT0iCSa%2fovVak0G2D8KPv9KdTkbXwl%2fy89ZL9j46e%2biQrVZd7kOfKCvceSbFNQasj%2bD34Q%3d%3d
761,52 Avenue,HEKS REALTY,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=oGmid9Tg4w6aNYKscqjb4DV96gUQxHSM%2boxF2X34dwkmgLvHz%2f7TeHFiRjRGYcRFi3LU%2bGjd25ayXO6%2fiumDqPm8%2f%2buwV8hvWd52ya0hneosIkiMIzpzXZCOTR4aMSKDHYuRN0lrDn0zrJadUF1ny5kdjM9Mq9cU6LpeVC0wJ3hZ2aQcbOhf2Q%3d%3d
762,OCEAN DRIVE,ATUL GK LIFESTYLE,07/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=yB4nmNjy%2briT%2bXNSDNSdZ2YuovAk2DLTROlkA5rwfMInJINZeyhPCNTcfvepq25Y26pHEA1V%2bVfL85tMuEpDdziwWjzCCiSSeql6GNz2gee3Jcs%2flwCJgPgSVe%2f%2b9PITN0QtqTIG%2bcPrj5GWGs5Wcj5KbyjxrZ97RYY79o5%2f4epaT0VImp269Q%3d%3d
763,BHATTAD SANKALP,R.M.BHUTHER & CO DEVELOPERS PRIVATE LIMITED,26/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=xRgCq4YXpzZtvBlvXkJv5kMLstd0bQoF6vd%2fJXEjbJnSlk0kpGTT%2f%2fLOzoX42OgIm7YW%2bzosFZoLpffylBFaomJV0xsNnjTpfZLKaGxGUVxT97giuVwQUkASP3Wyi%2fDa8ULtJDvq8MFdzszysUVeK5WNZe7vA9ZZI6OVUW40RpWpYKyUgJj62A%3d%3d
764,BALAJI ARCADE,SHREE DEVELOPERS,30/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=g8UBag23LvS7u8ZqZXFIngLBPvMqFaiSvYO9KS3zDrDqExgkaA7kQLFt0wqV5RAscrhztZ52w2QogbNBZ2RLoxcwBHqz5L5ixWTydWPpZHX6S6SUZCMuxsIj1Zgn6C1mmOyAnqYn%2baJTUc5nxWuD9X9R1esKevmK73l4351NakoIJspoEgIQ%2bw%3d%3d
765,NAVRANG CHS LTD,ADITYARAJ DEVELOPERS,13/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=BWk%2bZyIsOu2lRnQ%2feouJ31LzGsqxce%2bNn7wRw0W5vNm1usQDH86vC06V5mMCDQdGOp6ImqJ33NZ2yLlo8kN3EvuQt1cOq2wuWmQurPj3%2bX6NOhkpR3ZFujq6sCklI8oSdgoPg3AZYdtc4uPsI0GEyjwwBJOZGFuBRVlQn3h1gWuFL5h7QIIDUw%3d%3d
766,ATHARVA - SAMRUDDHI RESIDENCY,ASHWA REALTY INDIA PVT LTD,30/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=antUJzMJcIvGrV9%2bi9rZLTj592LrVJt4Y6MDYsdHaJv2P2p5BhTiJzMPFSdUdtvuuEqq3nIHIeN871obUwHNUTjMo3ieYUL8uZUKrOe2maqmB1Ruhn80M36XVdYceVaopdWP1Hs6plcUSZacCpsLfJ5wBORtL8URT4QSE5ygbRieVSE5a9snCg%3d%3d
767,North Tower - Tower 3,Glider Buildcon Realtors,28/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=DPBEelqKoiSNSEY461C95ANFzIxpEvnzvbboEh6IkD0PsSS0d4wv%2bayNtejTTKoN%2fV63Q0bcgnwIqEh7VMOvv8R4cFIRJzE9yGt%2fdqnu0OmIT1IriB%2b%2fdfgOTDLWxF3kmAMsPVrDfeRHj0ngr%2bfDu54hMMvlpvXeR2UxNZp8bo6lCAOrjsKztg%3d%3d
768,The Baya Central,Renaissance Homes,04/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=%2bCy0rDtWYuk8OmxlRSmKTP5LZfXoTryGBTakWZrrEF7xYDVtr4q9le1k2ymuIl9legEn8%2fD97vuk9Ny9jRl6lO5YXS7vWgYmKAp1CSXzn%2bUNqnCG0fQyff6GjjRU%2fRJD7JDd9b9eJWaXzb4FS6vh1YfiCVAM5fwEvrsYICf3UONou%2fvuRjTNbw%3d%3d
769,Lifescapes Siddhant,Meridian Construction Pvt. Ltd.,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=QOJwzzmEvgrFZ4Jwq5k7rbcaYwFDorq%2fyjEiOcufTNvkLk%2fwt9lbBrSDnaNqxlNZq6rhWKJwCCgjQA63cCgk8kl21rZSYCb9IzFq%2fvJx3yCi2jvmUr7z2iCbHhFJGAI%2f9M%2ff15fUhOpzSct7wz9IvA4AKoOVzTQMVvHo421kN3pa2xIoZFMB5w%3d%3d
770,Signature Isle,JOHAAN REALTORS AND DEVELOPERS PRIVATE LIMITED,01/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=ks6d1rUGvwRoM6AG63Ak3Dewsjl5FP%2bu1FBmPDiYB%2baalkvfJvumOzsSK%2fkpNoGvFTFTNW3jG4IB0Elxzj8TnIAdehC15DH6u%2fJ6GFvwZw4GJeKYdFV2LDQL7LebX0ZwUVvv0cvklYfGntLp8kxm6calabfa6RvQY7KPHPM7Gb7FRCF4sNs12g%3d%3d
771,Siddha Sky Phase 3,M/s. Sejal Shakti Realtors LLP,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=dO6Cg%2bqrtIMc1iy5K3eu%2bnuOrQUkuj2TU4YvC96BZSNnjGajUVK46fi3UU3PLkaQE6SnfE6sl7MNbkJJDn0Sa0H9c92ufFegaDuDFzOimYmR5maG2gB2sZ%2byCIqBYbsyI16NHUmkiwF6uADM9QPxQzBWUhx8wQOsunhg6USZ5vYnHHzbjPSDVA%3d%3d
772,Siddha Sky Phase 4,Sejal Shakti Realtors LLP,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=f9J5ibj2OV1WB0xV9uvyzIYXgmVDR0KuKnXVA43daLNQvemhdqGRX6neqioSJzUAcgtkq9v4u4fYRoSu00xgiXCUSu6U6ESrtQkcCHCztxj4y8w%2buMh8G%2fHq2RaEDhc71y5q49l81YUnU3aBsLulSiId5hQpTDUpT9QfBK7oLE03F0R%2bWFwKWA%3d%3d
773,Siddha Sky Phase 1,Sejal Shakti Realtors LLP,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=YAGPS2Tp%2bG1V2OoIJ7sRIpj6%2bNlsKRK4FXhi0kZPS03vxDDj%2bMMF%2bwkkNPWMrPeEMmPzU93xHvmIXAY%2bkw5ZzRUZtFEjqhIsPzFsnj9S63E%2brwspt48RkcmYp59FC0TaWTPsl4mr2dn7ZsqqZ92hzxh2HrsrWhS%2bJYF1gzT4JTp8pZBn3IfLgw%3d%3d
774,Siddha Sky Phase 2,M/s Sejal Shakti Realtors LLP,25/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=4IteXKrIhT4OAruVi%2fGQj%2b6Nhq4D68O4rvET%2ffEQyZfoUKPGLCpxXAPHYBOVW2ldbanu89r9smQnr5M%2fyOAYSppxsHi6iXR%2fJE9gSLuZELhogu7YVy6pfSIVj8Byg0Tjo9hozQuUNNncVNker5offTTCzh0rfBFog3QAOJcVxsSrtPk%2fL6ufwA%3d%3d
775,AJMERA SERENE,OM SHANTI HOUSE,17/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=z1YNwqM6v4KVybXUOd6PCyIjlBknt8lzOZ260KJqCUEbNtj%2bdHXL6fdhdl8xR9tTffv7teVsk3YUK%2fMlnwm1rpISn7yb%2bdGU7hJ%2b%2bsTswa2XpFhnKlSwG1uNrulL%2f8JwDFRzA00jUC6414gBqh9by8mRFy%2f48pbpIdy4MX7p4IRN4usqOEX8NA%3d%3d
